target,length_text,length_title,text_title_length_relation,num_unique_words,avg_word_length,punctuation_count,exclamation_count,question_count,num_uppercase_words,title_word_overlap_ratio,contains_hyperlink,avg_len_4plus,avg_len_sentences,number_word,num_sentences,vocabulary_richness,most_used_word,readablility_text,smog,difficalt_word
1,426,62,6.870967741935484,52.0,5.176470588235294,8.0,0.0,0.0,1.0,0.7777777777777778,0.0,6.636363636363637,34.0,68.0,2.0,0.7647058823529411,4.0,28.88623134328361,17.693802365651003,20.0
1,423,83,5.096385542168675,58.0,4.716216216216216,9.0,0.0,0.0,3.0,0.8666666666666667,0.0,6.829268292682927,37.0,74.0,2.0,0.7837837837837838,5.0,38.831335616438395,13.81666964889586,24.0
0,1659,72,23.041666666666668,188.0,4.552188552188552,43.0,0.0,2.0,10.0,0.38461538461538464,0.0,5.940540540540541,27.363636363636363,297.0,9.0,0.632996632996633,20.0,61.111392931392956,12.091993763477543,53.0
1,2618,67,39.07462686567164,253.0,5.067285382830627,75.0,0.0,0.0,12.0,0.8181818181818182,0.0,6.574545454545454,18.208333333333332,431.0,18.0,0.5870069605568445,31.0,46.89808139534887,13.81666964889586,95.0
0,1570,71,22.112676056338028,184.0,4.6389891696750905,28.0,0.0,1.0,1.0,0.5454545454545454,0.0,5.943181818181818,21.53846153846154,277.0,11.0,0.6642599277978339,18.0,63.9578728131075,11.20814326018867,51.0
0,1902,101,18.831683168316832,213.0,4.912225705329154,53.0,0.0,0.0,10.0,0.42857142857142855,0.0,6.4,17.0,319.0,15.0,0.6677115987460815,15.0,55.03428631138979,12.340626583579944,63.0
0,2689,82,32.792682926829265,267.0,4.905286343612334,56.0,0.0,1.0,8.0,0.6923076923076923,0.0,6.245791245791246,24.105263157894736,454.0,16.0,0.5881057268722467,19.0,52.049566079295175,13.74005525859948,85.0
1,2488,62,40.12903225806452,244.0,5.352941176470588,67.0,0.0,0.0,2.0,0.7777777777777778,0.0,6.6716417910447765,17.863636363636363,391.0,20.0,0.6240409207161125,29.0,47.3440384615385,13.74005525859948,104.0
0,1916,72,26.61111111111111,193.0,4.984375,41.0,0.0,0.0,2.0,0.45454545454545453,0.0,6.535,21.666666666666668,320.0,10.0,0.603125,15.0,49.82166666666669,13.968273953766033,61.0
0,1828,80,22.85,181.0,4.6419753086419755,24.0,0.0,1.0,16.0,0.6666666666666666,0.0,6.355191256830601,18.055555555555557,324.0,18.0,0.558641975308642,27.0,55.57657894736843,13.110285616738597,54.0
1,5068,46,110.17391304347827,430.0,5.234857849196539,158.0,0.0,0.0,40.0,0.625,0.0,6.535262206148282,16.775510204081634,809.0,36.0,0.5315203955500618,50.0,47.99593455687034,13.685528858468306,194.0
1,2460,69,35.65217391304348,242.0,5.124688279301745,40.0,0.0,0.0,2.0,0.5555555555555556,0.0,6.625482625482626,26.8,401.0,13.0,0.6034912718204489,18.0,38.411939849624076,15.381575749822971,107.0
1,1464,58,25.24137931034483,154.0,5.070539419087137,30.0,0.0,0.0,6.0,0.6666666666666666,0.0,6.700680272108843,22.09090909090909,241.0,9.0,0.6390041493775933,26.0,39.26250000000002,16.373557378465907,59.0
0,2645,65,40.69230769230769,247.0,5.055172413793104,60.0,0.0,1.0,1.0,0.7272727272727273,1.0,6.972,24.72222222222222,435.0,9.0,0.5678160919540229,26.0,47.4589110707804,13.776415006240082,98.0
0,4712,82,57.46341463414634,364.0,5.213245033112583,73.0,0.0,0.0,12.0,0.75,1.0,6.781443298969072,20.13157894736842,755.0,28.0,0.4821192052980132,40.0,36.74183682855042,14.751259186943994,149.0
0,2652,66,40.18181818181818,277.0,4.875555555555556,43.0,0.0,0.0,8.0,0.3333333333333333,0.0,6.215753424657534,20.863636363636363,450.0,13.0,0.6155555555555555,27.0,49.29600000000002,14.15073652397713,101.0
1,772,59,13.084745762711865,92.0,5.276422764227642,29.0,0.0,0.0,4.0,0.625,0.0,6.961038961038961,13.88888888888889,123.0,7.0,0.7479674796747967,10.0,48.376147540983624,13.023866798666859,32.0
1,4172,62,67.29032258064517,371.0,5.12094395280236,90.0,0.0,0.0,18.0,0.6363636363636364,0.0,6.406181015452539,16.682926829268293,678.0,35.0,0.5471976401179941,55.0,51.16272300180535,13.115064733898606,148.0
1,2459,86,28.593023255813954,210.0,5.205063291139241,57.0,0.0,0.0,8.0,0.6363636363636364,0.0,6.825581395348837,11.794117647058824,395.0,28.0,0.5316455696202531,22.0,45.98536736641225,13.88009791879805,95.0
1,2677,65,41.184615384615384,278.0,5.2826603325415675,61.0,0.0,0.0,6.0,0.2222222222222222,0.0,6.8786764705882355,20.19047619047619,421.0,18.0,0.6603325415676959,17.0,39.48428571428573,15.314804267706485,115.0
0,2214,82,27.0,236.0,5.035616438356165,50.0,0.0,1.0,1.0,0.5,0.0,6.279835390946502,16.08695652173913,365.0,19.0,0.6465753424657534,21.0,63.22374714611874,10.9516,73.0
0,1899,80,23.7375,206.0,4.881619937694704,49.0,0.0,1.0,8.0,0.6666666666666666,0.0,6.304347826086956,15.523809523809524,321.0,17.0,0.6417445482866043,12.0,58.18930555555556,11.20814326018867,62.0
1,1804,68,26.529411764705884,193.0,5.156996587030717,53.0,0.0,0.0,6.0,0.75,0.0,6.716577540106952,17.470588235294116,293.0,13.0,0.658703071672355,16.0,41.67116438356166,14.856640023380862,77.0
1,2595,71,36.54929577464789,251.0,5.326829268292683,57.0,0.0,1.0,5.0,0.6363636363636364,0.0,6.917293233082707,19.61904761904762,410.0,19.0,0.6121951219512195,29.0,42.68818255908721,14.279239012586345,110.0
1,656,65,10.092307692307692,83.0,4.368852459016393,27.0,0.0,0.0,7.0,0.6666666666666666,0.0,5.902777777777778,17.285714285714285,122.0,7.0,0.680327868852459,6.0,64.65,12.785403640627713,23.0
0,1556,127,12.251968503937007,164.0,5.413223140495868,45.0,1.0,1.0,9.0,0.5,0.0,6.75,16.4,242.0,12.0,0.6776859504132231,12.0,46.181535812672195,14.06817628641468,66.0
0,2264,97,23.34020618556701,221.0,4.931578947368421,39.0,0.0,0.0,1.0,0.7142857142857143,0.0,6.577586206896552,20.31578947368421,380.0,13.0,0.5815789473684211,20.0,50.047222222222246,13.295006501635747,79.0
1,387,82,4.719512195121951,52.0,5.7894736842105265,14.0,0.0,0.0,3.0,0.7272727272727273,0.0,7.0,10.0,57.0,3.0,0.9122807017543859,3.0,20.199047619047633,15.470042427545799,23.0
1,1410,67,21.044776119402986,155.0,4.887029288702929,29.0,0.0,0.0,3.0,0.6666666666666666,0.0,6.557823129251701,21.90909090909091,239.0,9.0,0.6485355648535565,16.0,40.84858823529413,15.6451,62.0
0,1,73,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1291,0.0
0,1418,151,9.390728476821192,154.0,4.991525423728813,24.0,0.0,0.0,2.0,0.4166666666666667,0.0,6.509933774834437,24.0,236.0,6.0,0.652542372881356,16.0,51.320830508474586,13.662883650711645,48.0
0,118,80,1.475,23.0,3.72,2.0,1.0,1.0,0.0,0.07692307692307693,0.0,5.166666666666667,25.0,25.0,2.0,0.92,3.0,73.17200000000001,11.20814326018867,2.0
1,2052,57,36.0,220.0,4.9533527696793005,72.0,0.0,0.0,11.0,0.5555555555555556,0.0,6.420091324200913,12.925925925925926,343.0,21.0,0.641399416909621,13.0,55.99320574162681,12.641684177145173,71.0
0,1118,77,14.519480519480519,123.0,4.983870967741935,25.0,0.0,1.0,3.0,0.5,0.0,6.631578947368421,21.11111111111111,186.0,5.0,0.6612903225806451,16.0,55.77446236559143,12.838901577100671,36.0
1,785,64,12.265625,93.0,5.046511627906977,14.0,0.0,0.0,4.0,0.7,0.0,7.0,32.25,129.0,4.0,0.7209302325581395,11.0,34.89718750000003,17.410965686947208,36.0
0,3021,88,34.32954545454545,309.0,5.068548387096774,61.0,0.0,2.0,2.0,0.2857142857142857,0.0,6.464615384615384,23.952380952380953,496.0,14.0,0.6229838709677419,37.0,46.410053763440885,14.689810185797409,127.0
1,1812,70,25.885714285714286,191.0,5.087542087542087,66.0,5.0,0.0,1.0,0.6363636363636364,0.0,6.605263157894737,17.823529411764707,297.0,12.0,0.6430976430976431,12.0,56.6310957427699,11.418023490513043,55.0
1,1154,55,20.98181818181818,130.0,5.251366120218579,25.0,0.0,0.0,2.0,0.8888888888888888,0.0,6.739837398373984,20.555555555555557,183.0,7.0,0.7103825136612022,8.0,35.23637085635363,14.90622815163357,63.0
0,3113,72,43.236111111111114,294.0,5.019417475728155,73.0,0.0,2.0,1.0,0.8,0.0,6.471299093655589,19.48148148148148,515.0,18.0,0.570873786407767,30.0,47.75621172516807,13.875232112747142,109.0
1,3095,62,49.91935483870968,291.0,5.347736625514403,63.0,0.0,0.0,3.0,0.5,0.0,6.955974842767295,22.136363636363637,486.0,21.0,0.5987654320987654,26.0,37.41185332708531,15.490060189976415,118.0
1,3242,69,46.98550724637681,278.0,5.405940594059406,89.0,0.0,0.0,13.0,0.6363636363636364,0.0,6.794202898550725,15.696969696969697,505.0,20.0,0.5504950495049505,24.0,37.714415584415605,15.549919911452193,132.0
1,1716,63,27.238095238095237,186.0,5.028268551236749,33.0,0.0,0.0,6.0,0.5555555555555556,0.0,6.342105263157895,25.727272727272727,283.0,11.0,0.657243816254417,18.0,41.710779220779244,14.554592549557764,78.0
1,2998,64,46.84375,292.0,4.967935871743487,56.0,0.0,0.0,10.0,0.7,0.0,6.66006600660066,20.916666666666668,499.0,20.0,0.5851703406813628,25.0,48.5334289950228,14.629514614951471,114.0
0,3233,96,33.677083333333336,317.0,4.628919860627177,58.0,0.0,0.0,5.0,0.7058823529411765,0.0,6.183183183183183,20.0,574.0,23.0,0.5522648083623694,25.0,61.48568815331012,12.161744961471694,97.0
0,4478,163,27.47239263803681,398.0,5.505830903790088,159.0,6.0,0.0,12.0,0.6521739130434783,1.0,7.202222222222222,18.945945945945947,686.0,24.0,0.5801749271137027,28.0,40.688149743401794,14.775609012897384,143.0
1,3620,77,47.01298701298701,305.0,5.24263431542461,86.0,0.0,0.0,16.0,0.8461538461538461,0.0,6.7097625329815305,13.386363636363637,577.0,32.0,0.5285961871750433,41.0,37.47032125435544,15.903189008614273,132.0
1,2329,59,39.47457627118644,228.0,5.3780821917808215,73.0,0.0,0.0,14.0,0.625,0.0,6.733870967741935,16.818181818181817,365.0,17.0,0.6246575342465753,21.0,34.916391941391964,14.622400222303426,98.0
0,1097,57,19.24561403508772,147.0,5.066666666666666,33.0,2.0,0.0,29.0,0.3333333333333333,0.0,6.741071428571429,30.333333333333332,180.0,6.0,0.8166666666666667,9.0,37.014887640449444,15.719379583869454,46.0
1,2406,83,28.987951807228917,224.0,5.007518796992481,47.0,0.0,0.0,8.0,0.5384615384615384,0.0,6.608870967741935,16.791666666666668,399.0,20.0,0.5614035087719298,23.0,50.80859693202859,13.365165419054232,83.0
0,1300,97,13.402061855670103,151.0,4.692982456140351,33.0,0.0,1.0,0.0,0.5625,0.0,6.388059701492537,19.666666666666668,228.0,5.0,0.6622807017543859,14.0,61.392105263157916,12.161744961471694,38.0
0,2086,152,13.723684210526315,222.0,4.850282485875706,38.0,1.0,0.0,39.0,0.5454545454545454,0.0,6.557142857142857,23.866666666666667,354.0,10.0,0.6271186440677966,37.0,52.628531338526926,13.526455162492045,78.0
1,1703,73,23.328767123287673,180.0,4.96830985915493,28.0,0.0,0.0,3.0,0.75,0.0,6.450549450549451,21.846153846153847,284.0,13.0,0.6338028169014085,13.0,51.1130823593368,13.274406872562384,58.0
1,5684,52,109.3076923076923,463.0,5.3240534521158125,144.0,0.0,0.0,17.0,0.6666666666666666,0.0,6.837011884550085,16.285714285714285,898.0,42.0,0.5155902004454342,78.0,38.71742474916391,15.402047736947555,213.0
1,2591,70,37.01428571428571,237.0,5.510050251256281,62.0,0.0,0.0,7.0,0.4,0.0,7.174418604651163,19.238095238095237,398.0,15.0,0.5954773869346733,29.0,32.471311305378606,16.704608050291505,116.0
1,1054,64,16.46875,112.0,5.628930817610063,31.0,0.0,0.0,2.0,1.0,0.0,7.475247524752476,17.88888888888889,159.0,7.0,0.7044025157232704,9.0,30.182616033755323,16.32212239822248,49.0
1,3175,40,79.375,297.0,5.2254901960784315,53.0,0.0,0.0,3.0,0.5,0.0,6.646198830409356,18.88888888888889,510.0,27.0,0.5823529411764706,27.0,42.6956607979447,14.663929897715473,117.0
0,3220,89,36.17977528089887,295.0,4.8397085610200365,59.0,0.0,1.0,14.0,0.6875,0.0,6.403560830860534,17.967741935483872,549.0,24.0,0.5373406193078324,21.0,54.48590692755158,12.75420387040727,88.0
0,2850,96,29.6875,303.0,5.068817204301075,56.0,0.0,1.0,3.0,0.5833333333333334,0.0,6.49185667752443,22.19047619047619,465.0,20.0,0.6516129032258065,18.0,45.655139296187684,14.619326736428896,121.0
0,2315,70,33.07142857142857,254.0,4.775,52.0,0.0,0.0,6.0,0.45454545454545453,0.0,6.485477178423237,17.695652173913043,400.0,15.0,0.635,17.0,54.46816666666666,13.023866798666859,93.0
1,735,74,9.932432432432432,89.0,5.194915254237288,18.0,0.0,0.0,1.0,0.4,0.0,7.0,19.666666666666668,118.0,6.0,0.7542372881355932,5.0,43.15019230769235,14.554592549557764,27.0
1,5282,50,105.64,487.0,5.010262257696693,168.0,0.0,2.0,15.0,0.6666666666666666,0.0,6.470377019748653,25.142857142857142,877.0,33.0,0.5553021664766249,61.0,52.21926111111114,12.977951159737703,167.0
0,3341,80,41.7625,305.0,5.466926070038911,136.0,1.0,6.0,9.0,0.8,1.0,6.994202898550725,16.03030303030303,514.0,22.0,0.5933852140077821,16.0,53.120000000000005,12.548637359260272,103.0
1,5067,64,79.171875,418.0,5.1440781440781445,100.0,0.0,0.0,17.0,0.75,0.0,6.823529411764706,17.51063829787234,819.0,42.0,0.5103785103785103,50.0,45.089377559377596,13.780255336394262,177.0
1,2149,64,33.578125,225.0,5.341246290801187,40.0,0.0,0.0,3.0,0.6666666666666666,0.0,6.941704035874439,24.071428571428573,337.0,14.0,0.6676557863501483,18.0,32.439827784156165,16.385398648044777,92.0
1,3369,69,48.82608695652174,287.0,5.650793650793651,76.0,0.0,0.0,10.0,0.9090909090909091,0.0,7.112391930835735,20.4,504.0,19.0,0.5694444444444444,38.0,28.724631754925014,16.74632463713446,131.0
0,1867,83,22.49397590361446,198.0,4.7912772585669785,53.0,1.0,0.0,13.0,0.42857142857142855,0.0,6.502673796791444,17.944444444444443,321.0,16.0,0.616822429906542,14.0,60.37408466190216,12.627914446148157,51.0
1,1851,71,26.070422535211268,190.0,5.17,56.0,0.0,0.0,8.0,0.8333333333333334,0.0,6.723958333333333,18.0,300.0,11.0,0.6333333333333333,23.0,44.81770066889632,15.05375534093124,75.0
0,2214,69,32.08695652173913,248.0,4.411764705882353,42.0,0.0,0.0,3.0,0.45454545454545453,0.0,6.008771929824562,20.65,408.0,15.0,0.6078431372549019,16.0,64.99596621621623,11.20814326018867,67.0
0,2241,81,27.666666666666668,220.0,4.946808510638298,42.0,0.0,2.0,0.0,0.7692307692307693,0.0,6.286885245901639,18.333333333333332,376.0,14.0,0.5851063829787234,23.0,55.91695652173914,12.356017616173464,74.0
0,2807,110,25.51818181818182,284.0,4.383429672447013,52.0,1.0,4.0,7.0,0.5882352941176471,0.0,5.972413793103448,32.5,519.0,18.0,0.5472061657032755,24.0,56.69213264374811,13.776415006240082,78.0
0,2418,117,20.666666666666668,262.0,5.158974358974359,64.0,0.0,0.0,9.0,0.4117647058823529,0.0,6.526923076923077,14.357142857142858,390.0,16.0,0.6717948717948717,15.0,55.137311871932724,12.484440550625713,96.0
1,1379,83,16.6144578313253,146.0,5.101769911504425,52.0,0.0,0.0,7.0,0.5384615384615384,0.0,6.422077922077922,13.529411764705882,226.0,12.0,0.6460176991150443,8.0,48.890071428571446,13.506818969022046,53.0
1,505,58,8.706896551724139,69.0,4.940476190476191,13.0,0.0,0.0,4.0,0.6,0.0,6.339285714285714,10.625,84.0,7.0,0.8214285714285714,5.0,50.09537148594379,12.745084868956482,22.0
0,578,106,5.452830188679245,77.0,4.76,12.0,0.0,0.0,0.0,0.4,0.0,6.39344262295082,25.0,100.0,3.0,0.77,5.0,43.56200000000004,15.247664890283005,24.0
1,4074,54,75.44444444444444,345.0,5.579967689822294,103.0,0.0,0.0,20.0,0.75,0.0,7.045673076923077,21.551724137931036,619.0,23.0,0.5573505654281099,50.0,31.796577669902945,16.129296633128284,159.0
0,523,173,3.023121387283237,62.0,4.40625,15.0,0.0,0.0,4.0,0.4666666666666667,0.0,6.163265306122449,19.8,96.0,2.0,0.6458333333333334,5.0,74.97506578947372,9.516144504307135,8.0
0,2042,57,35.824561403508774,200.0,5.222560975609756,50.0,0.0,0.0,6.0,0.4444444444444444,0.0,6.907317073170732,14.956521739130435,328.0,7.0,0.6097560975609756,23.0,43.32829985652799,14.213455907419831,86.0
1,928,71,13.070422535211268,114.0,5.026143790849673,29.0,0.0,0.0,4.0,0.5454545454545454,0.0,6.697916666666667,15.4,153.0,8.0,0.7450980392156863,7.0,43.983750000000015,13.023866798666859,37.0
1,491,75,6.546666666666667,62.0,5.376623376623376,12.0,0.0,0.0,1.0,0.7272727272727273,0.0,6.826923076923077,38.5,77.0,2.0,0.8051948051948052,6.0,24.66763157894738,17.693802365651003,29.0
0,1258,47,26.76595744680851,138.0,5.365482233502538,23.0,2.0,0.0,3.0,0.5,0.0,7.188524590163935,20.0,197.0,8.0,0.700507614213198,12.0,39.00863155668361,13.6886701853816,57.0
0,2227,66,33.74242424242424,241.0,4.783854166666667,38.0,0.0,0.0,3.0,0.8,0.0,6.3277310924369745,17.545454545454547,384.0,20.0,0.6276041666666666,19.0,49.43137500000003,13.348371206891418,94.0
1,1304,53,24.60377358490566,139.0,4.864253393665158,22.0,0.0,0.0,6.0,0.5714285714285714,0.0,6.541353383458647,27.625,221.0,8.0,0.6289592760180995,11.0,43.56250000000003,14.90622815163357,58.0
0,1926,76,25.342105263157894,195.0,4.75748502994012,46.0,0.0,0.0,4.0,0.8181818181818182,0.0,6.41,17.736842105263158,334.0,16.0,0.5838323353293413,14.0,57.02650015757959,12.579926864409941,55.0
1,3892,68,57.23529411764706,338.0,5.414191419141914,114.0,0.0,0.0,13.0,0.8333333333333334,0.0,6.797101449275362,18.575757575757574,606.0,26.0,0.5577557755775577,40.0,37.08945804195804,15.903189008614273,144.0
0,5154,68,75.79411764705883,444.0,4.522172949002218,191.0,1.0,9.0,20.0,0.6363636363636364,0.0,6.36779324055666,16.071428571428573,902.0,47.0,0.49223946784922396,43.0,61.394565684169436,12.1809429532921,143.0
0,534,85,6.2823529411764705,64.0,5.512195121951219,18.0,2.0,1.0,0.0,0.5333333333333333,0.0,7.017857142857143,21.0,82.0,4.0,0.7804878048780488,4.0,60.90479674796748,11.20814326018867,18.0
1,1652,61,27.081967213114755,181.0,5.290076335877862,57.0,0.0,0.0,3.0,0.8,0.0,6.8,14.157894736842104,262.0,12.0,0.6908396946564885,18.0,50.11882758620689,13.662883650711645,68.0
0,1837,87,21.114942528735632,211.0,4.7492163009404385,33.0,0.0,0.0,2.0,0.4666666666666667,0.0,6.374331550802139,23.214285714285715,319.0,8.0,0.6614420062695925,19.0,48.72163280116112,13.518907172268552,73.0
0,16020,64,250.3125,1234.0,4.943635684957074,403.0,1.0,4.0,56.0,0.4444444444444444,0.0,6.633498145859085,30.804597701149426,2679.0,75.0,0.46061963419186264,221.0,34.74909695625885,16.84955709168897,574.0
1,3199,67,47.74626865671642,272.0,4.9830827067669174,41.0,0.0,0.0,2.0,1.0,0.0,6.361031518624642,31.294117647058822,532.0,17.0,0.5112781954887218,40.0,37.79558325024928,15.978110994213203,119.0
1,474,54,8.777777777777779,63.0,4.987341772151899,11.0,0.0,0.0,4.0,0.7,0.0,6.470588235294118,20.25,79.0,2.0,0.7974683544303798,4.0,38.360384615384646,16.32212239822248,23.0
1,589,64,9.203125,76.0,5.2,21.0,0.0,0.0,3.0,0.5,0.0,6.883333333333334,14.0,95.0,4.0,0.8,4.0,44.65300000000002,14.265292616868656,31.0
0,1831,76,24.092105263157894,204.0,4.6770186335403725,41.0,0.0,2.0,0.0,0.3333333333333333,0.0,6.257894736842105,20.5,322.0,12.0,0.6335403726708074,15.0,58.88771566597654,12.161744961471694,62.0
1,659,84,7.845238095238095,61.0,5.46078431372549,19.0,0.0,0.0,3.0,0.9090909090909091,0.0,7.184615384615385,14.857142857142858,102.0,5.0,0.5980392156862745,10.0,28.858732673267355,16.404322709996244,28.0
0,1532,173,8.855491329479769,167.0,5.215447154471545,59.0,0.0,0.0,4.0,0.5714285714285714,0.0,6.784810126582278,11.727272727272727,246.0,10.0,0.6788617886178862,24.0,56.75485365853663,11.979248473330827,55.0
1,996,62,16.06451612903226,113.0,5.509803921568627,21.0,0.0,0.0,2.0,0.8571428571428571,0.0,7.2,22.0,153.0,6.0,0.738562091503268,12.0,31.179210526315813,16.439396014739867,48.0
0,2215,91,24.34065934065934,216.0,5.116343490304709,35.0,0.0,1.0,3.0,0.8571428571428571,0.0,6.832579185520362,18.35,361.0,15.0,0.5983379501385041,23.0,44.38959626038783,13.968273953766033,80.0
1,3035,74,41.013513513513516,281.0,5.105050505050505,39.0,0.0,1.0,1.0,0.5,0.0,6.796116504854369,30.9375,495.0,17.0,0.5676767676767677,36.0,35.94385222381638,15.903189008614273,125.0
1,1902,78,24.384615384615383,195.0,4.9375,34.0,0.0,0.0,3.0,0.1,0.0,6.588832487309645,24.692307692307693,320.0,12.0,0.609375,29.0,42.868802612481886,14.44419872828201,76.0
1,3631,73,49.73972602739726,321.0,5.116751269035533,83.0,0.0,0.0,17.0,0.7272727272727273,0.0,6.625,16.97142857142857,591.0,31.0,0.5431472081218274,35.0,48.225721561969465,13.286373033834966,144.0
0,1077,133,8.097744360902256,127.0,4.711229946524064,26.0,0.0,0.0,6.0,0.3181818181818182,0.0,6.256410256410256,21.0,187.0,7.0,0.679144385026738,8.0,51.45910762032085,13.427899808715576,33.0
1,1918,54,35.51851851851852,195.0,5.160771704180064,66.0,0.0,1.0,7.0,0.7777777777777778,0.0,6.570048309178744,13.73913043478261,311.0,18.0,0.6270096463022508,9.0,50.696826775677096,12.488612386084178,67.0
0,7446,98,75.9795918367347,607.0,5.288020390824129,149.0,0.0,0.0,56.0,0.7692307692307693,0.0,7.0229419703103915,24.8125,1177.0,33.0,0.5157179269328802,91.0,33.655306614740766,17.201696266567808,261.0
1,276,82,3.3658536585365852,39.0,5.2727272727272725,6.0,0.0,0.0,1.0,0.7142857142857143,0.0,6.931034482758621,22.0,44.0,2.0,0.8863636363636364,2.0,27.61715116279072,15.903189008614273,16.0
1,1989,65,30.6,211.0,5.154798761609907,40.0,0.0,0.0,4.0,0.5555555555555556,0.0,6.550925925925926,18.941176470588236,323.0,17.0,0.653250773993808,20.0,47.57997371495327,13.526455162492045,74.0
0,3587,96,37.364583333333336,337.0,4.887973640856672,84.0,0.0,1.0,4.0,0.6875,0.0,6.622905027932961,20.6,607.0,20.0,0.5551894563426688,32.0,48.17856205381659,14.216342082682239,122.0
1,598,63,9.492063492063492,70.0,5.361702127659575,10.0,0.0,0.0,1.0,0.4,0.0,6.5,31.333333333333332,94.0,3.0,0.7446808510638298,4.0,32.55064516129033,14.554592549557764,32.0
1,7416,78,95.07692307692308,542.0,5.26360544217687,142.0,0.0,0.0,20.0,0.6363636363636364,0.0,6.973262032085562,15.012658227848101,1176.0,63.0,0.4608843537414966,70.0,36.11771202591959,14.823464454727755,272.0
1,1919,60,31.983333333333334,184.0,5.147435897435898,39.0,0.0,0.0,3.0,0.8,0.0,6.881443298969073,22.357142857142858,312.0,13.0,0.5897435897435898,19.0,38.26012995712756,16.32212239822248,71.0
0,1867,90,20.744444444444444,194.0,5.465277777777778,55.0,1.0,0.0,16.0,0.8666666666666667,1.0,6.826732673267327,14.285714285714286,288.0,9.0,0.6736111111111112,11.0,51.870955882352945,12.42361498592204,66.0
1,4670,66,70.75757575757575,456.0,4.711656441717792,113.0,0.0,5.0,26.0,0.75,0.0,6.448717948717949,27.133333333333333,815.0,35.0,0.5595092024539877,41.0,53.7028009888752,13.3938915711913,161.0
1,2406,42,57.285714285714285,247.0,5.246753246753247,72.0,0.0,0.0,12.0,0.8333333333333334,0.0,6.73828125,15.076923076923077,385.0,19.0,0.6415584415584416,15.0,42.59474645669292,13.968273953766033,106.0
1,260,64,4.0625,32.0,5.972972972972973,7.0,0.0,0.0,1.0,0.7777777777777778,0.0,7.68,18.5,37.0,2.0,0.8648648648648649,3.0,14.66500000000002,17.122413403193683,14.0
1,926,59,15.694915254237289,104.0,5.214765100671141,19.0,0.0,0.0,1.0,0.8,0.0,6.504854368932039,21.714285714285715,149.0,4.0,0.697986577181208,11.0,37.74968468468472,15.903189008614273,43.0
